article_name,country,revision_id,population,article_quality
Leonid Talmaci,Moldova,738351338,4109000,Stub
Paul Gore (historian),Moldova,738372097,4109000,Stub
Nicolae TÄƒbÄƒcaru,Moldova,740003311,4109000,Stub
Gherasim Rudi,Moldova,740003328,4109000,Stub
Octavian BodiÈ™teanu,Moldova,740006145,4109000,Stub
Eugen Carpov,Moldova,740006149,4109000,Stub
Nicolae Coval,Moldova,740010341,4109000,Stub
Carol Schmidt,Moldova,743787301,4109000,Stub
Anatol Plugaru,Moldova,743990903,4109000,Stub
Grigore MÄƒrÄƒcuÈ›Äƒ,Moldova,744430052,4109000,GA
Eugenia Ostapciuc,Moldova,745940207,4109000,Stub
Boris FocÈ™a,Moldova,748071594,4109000,Stub
Tom Zenovich,Moldova,749338253,4109000,Stub
Vladimir Yastrebchak,Moldova,749541826,4109000,Stub
Constantin Dardan,Moldova,752197193,4109000,Stub
Constantin Ionescu,Moldova,752197557,4109000,Stub
Dorin DrÄƒguÈ›anu,Moldova,755034583,4109000,Stub
Vladimir Mikhailovich Belyaev,Moldova,761440930,4109000,Stub
Vasili Tishchenko,Moldova,761715015,4109000,Stub
Konstantin Katakazi,Moldova,764661529,4109000,B
Dimitrie Bogos,Moldova,767443850,4109000,Stub
Valeriu MiÈ›ul,Moldova,773129447,4109000,Start
Ion StÄƒvilÄƒ,Moldova,775071627,4109000,Stub
Anatolie Urecheanu,Moldova,775828461,4109000,Stub
Sergiu SÃ®rbu (politician),Moldova,776111885,4109000,Stub
Oleg Efrim,Moldova,778641088,4109000,Stub
Nadezhda Bondarenko,Moldova,779850217,4109000,Stub
Mikhail Burla,Moldova,780015736,4109000,Start
Leonida Lari,Moldova,780304081,4109000,Start
Veaceslav NegruÈ›a,Moldova,780333319,4109000,Stub
Monica Babuc,Moldova,780347227,4109000,Stub
Onisifor Ghibu,Moldova,782021839,4109000,Start
Sergei Stepanov (politician),Moldova,783812668,4109000,Stub
Petr Tomaily,Moldova,783825643,4109000,Stub
Oleg Gudymo,Moldova,783844072,4109000,Stub
Ion Constantin Ciobanu,Moldova,783931645,4109000,Start
Romulus Cioflec,Moldova,783931647,4109000,Start
Emanuil GavriliÈ›Äƒ,Moldova,783931667,4109000,Stub
Gheorghe Malarciuc,Moldova,783931678,4109000,Start
Andrei Lupan,Moldova,783931681,4109000,Start
Iustin FrÄƒÈ›iman,Moldova,783931709,4109000,Start
Anatol Arapu,Moldova,785202225,4109000,Stub
Costache LeancÄƒ,Moldova,787009622,4109000,Stub
Dumitru MÃ¢rza,Moldova,787250833,4109000,Stub
È˜tefan Pirogan,Moldova,787510503,4109000,Stub
Tatiana Turanskaya,Moldova,787810976,4109000,Start
Maya Parnas,Moldova,787814873,4109000,Stub
Alexandru Sibirski,Moldova,788405559,4109000,Stub
Vladimir Antyufeyev,Moldova,788706959,4109000,C
Alexei BarbÄƒneagrÄƒ,Moldova,788876555,4109000,Stub
Andrei Vacarciuc,Moldova,788876634,4109000,Stub
Eva Gudumac,Moldova,788876727,4109000,Stub
Maria Nasu,Moldova,788877123,4109000,Stub
Oleg È_ulea,Moldova,788877203,4109000,Stub
Petru È˜tirbate,Moldova,788877207,4109000,Stub
Stella Jantuan,Moldova,788877239,4109000,Stub
Valentina CuÈ™nir,Moldova,788877294,4109000,Stub
Vasile PÃ®ntea,Moldova,788877389,4109000,Stub
Alexandru GroapÄƒ,Moldova,788878346,4109000,Stub
Alexandru Moraru,Moldova,788878349,4109000,Stub
Andrei GÄƒinÄƒ,Moldova,788878385,4109000,Stub
Arcadie Osmolovschi,Moldova,788878424,4109000,Stub
Boris Epure,Moldova,788878438,4109000,Stub
Chiril Sberea,Moldova,788878447,4109000,Stub
Chiril Spinei,Moldova,788878455,4109000,Stub
Constantin Bivol,Moldova,788878461,4109000,Stub
Constantin Osoianu,Moldova,788878467,4109000,Stub
Dimitrie CÄƒrÄƒuÈ™,Moldova,788878491,4109000,Stub
Dimitrie Dragomir,Moldova,788878500,4109000,Stub
Dimitru Marchitan,Moldova,788878504,4109000,Stub
Dumitru Dron,Moldova,788878519,4109000,Stub
Dumitru MoÈ›pan,Moldova,788878523,4109000,Stub
Efimie Palii,Moldova,788878546,4109000,Stub
Elefterie Sinicliu,Moldova,788878556,4109000,Stub
Elena Alistar,Moldova,788878561,4109000,Start
Felix Dudchievicz,Moldova,788878575,4109000,Stub
Gavril BuciuÈ™can,Moldova,788878577,4109000,Stub
Gheorghe BuruianÄƒ,Moldova,788878587,4109000,Stub
Gheorghe Duca,Moldova,788878598,4109000,Stub
Gheorghe Mare,Moldova,788878618,4109000,Stub
Gheorghe NÄƒstase,Moldova,788878628,4109000,Stub
Gheorghe Stavrii,Moldova,788878638,4109000,Stub
Grigore Cazacliu,Moldova,788878659,4109000,Stub
IgnaÈ›ie BudiÈ™teanu,Moldova,788878690,4109000,Stub
Igor Smirnov,Moldova,788878694,4109000,C
Ilarion Buiuc,Moldova,788878698,4109000,Stub
Ilie Bratu,Moldova,788878708,4109000,Stub
Ion Cazacliu,Moldova,788878791,4109000,Stub
Ion Codreanu (politician),Moldova,788878815,4109000,Stub
Ion Costin,Moldova,788878822,4109000,Stub
Ion Harbuz,Moldova,788878841,4109000,Stub
Ion Ignatiuc,Moldova,788878847,4109000,Stub
Ion Popa (1910s politician),Moldova,788878974,4109000,Stub
Ion Tudose,Moldova,788878997,4109000,Stub
Ion VÄƒluÈ›Äƒ,Moldova,788879027,4109000,Stub
Ivan Calin,Moldova,788879038,4109000,Start
Leonida È_urcan,Moldova,788879046,4109000,Stub
Mihai Cimpoi,Moldova,788879067,4109000,Stub
Mihail MinciunÄƒ,Moldova,788879144,4109000,Stub
Mihail Starenki,Moldova,788880073,4109000,Stub
Nadejda Grinfeld,Moldova,788880107,4109000,Start
Nicolae Alexandri,Moldova,788880111,4109000,Start
Nicolae Bivol,Moldova,788880219,4109000,Stub
Nicolae Cernov,Moldova,788880231,4109000,Stub
Nicolae CernÄƒuÈ›eanu,Moldova,788880235,4109000,Stub
Nicolae Checerul CuÈ™,Moldova,788880239,4109000,Stub
Nicolae Ciornei,Moldova,788880245,4109000,Stub
Nicolae Costin,Moldova,788880248,4109000,Stub
Nicolae Grosu,Moldova,788880260,4109000,Stub
Nicolae SecarÄƒ,Moldova,788880283,4109000,Stub
Nicolae Soltuz,Moldova,788880289,4109000,Stub
Pantelimon V. Sinadino,Moldova,788880315,4109000,Stub
Pavel CocÃ¢rlÄƒ,Moldova,788880324,4109000,Stub
Petru Picior-Mare,Moldova,788880363,4109000,Stub
Serghei Donico-IordÄƒchescu,Moldova,788880392,4109000,Stub
Simion GaleÈ›chi,Moldova,788880487,4109000,Stub
Teodor Cojocaru,Moldova,788880544,4109000,Stub
Teodor Suruceanu,Moldova,788880559,4109000,Stub
Teodor Uncu,Moldova,788880569,4109000,Stub
Teofil Ioncu,Moldova,788880580,4109000,Stub
Vasile BÃ¢rcÄƒ,Moldova,788880634,4109000,Stub
Vasile CiorÄƒscu,Moldova,788880645,4109000,Stub
Vasile Gafencu,Moldova,788880649,4109000,Stub
Vasile Ghenzul,Moldova,788880653,4109000,Stub
Vasile MÃ¢ndrescu,Moldova,788880667,4109000,Stub
Vasile È_anÈ›u,Moldova,788880715,4109000,Stub
Victor Berlinschi,Moldova,788880720,4109000,Stub
Vitalie Zubac,Moldova,788880730,4109000,Stub
Vladimir Bodescu,Moldova,788880746,4109000,Stub
Vladimir Cazacliu,Moldova,788880754,4109000,Stub
Vladimir Chiorescu,Moldova,788880758,4109000,Stub
Vladimir Cristi,Moldova,788880765,4109000,Stub
Vladimir Hertza,Moldova,788880773,4109000,Stub
Zamfir Munteanu,Moldova,788880797,4109000,Stub
È˜tefan Balmez,Moldova,788880802,4109000,Stub
È˜tefan Botnarciuc,Moldova,788880836,4109000,Stub
Alexander Loesch,Moldova,788880974,4109000,Stub
Anatol Chiriac,Moldova,788989755,4109000,Stub
Anatol Petrencu,Moldova,788990113,4109000,Start
Andrei EÈ™anu,Moldova,789069793,4109000,Start
Andrei IvanÈ›oc,Moldova,789070292,4109000,Start
Angel Agache,Moldova,789304430,4109000,Stub
Ion Apostol,Moldova,789304447,4109000,Stub
Iurie Apostolachi,Moldova,789304534,4109000,Stub
Anatol Arhire,Moldova,789304545,4109000,Stub
Octavian ArmaÈ™u,Moldova,789304551,4109000,Stub
Gheorghe Arpentin,Moldova,789304553,4109000,Stub
Alexandru Arseni,Moldova,789304557,4109000,Stub
Aurel BÄƒieÈ™u,Moldova,789304562,4109000,Stub
Vasile Balan,Moldova,789304575,4109000,Stub
Ivan Banari,Moldova,789304581,4109000,Stub
Ion Batcu,Moldova,789304585,4109000,Stub
Ludmila Belcencova,Moldova,789304595,4109000,Stub
Iurie Bolboceanu,Moldova,789304640,4109000,Stub
Lilia Bolocan,Moldova,789304649,4109000,Stub
Ion BorÈ™evici,Moldova,789304657,4109000,Stub
Vladimir Braga,Moldova,789304686,4109000,Stub
Dumitru BraghiÈ™,Moldova,789304694,4109000,Start
Nadejda BrÃ¢nzan,Moldova,789304705,4109000,Stub
Dumitru BraÈ™oveanu,Moldova,789304713,4109000,Stub
Petru Buburuz,Moldova,789304728,4109000,Start
Ion Buga,Moldova,789304731,4109000,Stub
Sergiu BurcÄƒ,Moldova,789304737,4109000,Start
Ion Butmalai,Moldova,789304742,4109000,Stub
Ion Cebanu,Moldova,789304757,4109000,Stub
Valentin Chepteni,Moldova,789304760,4109000,Stub
Iurie Chiorescu,Moldova,789304765,4109000,Stub
Sergiu ChircÄƒ,Moldova,789304768,4109000,Stub
Ion Chiriac,Moldova,789304772,4109000,Stub
Alexandru Cimbriciuc,Moldova,789304782,4109000,Stub
Ghenadie Ciobanu,Moldova,789304787,4109000,Stub
Gheorghe Ciobanu,Moldova,789304792,4109000,Stub
È˜tefan Ciobanu,Moldova,789305505,4109000,Start
Vladimir Ciobanu,Moldova,789305527,4109000,Stub
Ion Ciontoloi,Moldova,789305550,4109000,Stub
Ion Ciubuc,Moldova,789305565,4109000,Stub
Ion Ciuntu,Moldova,789305594,4109000,Stub
Victor CobÄƒsneanu,Moldova,789305604,4109000,Stub
Grigore Cobzac,Moldova,789305609,4109000,Stub
Vasile ColÈ›a,Moldova,789305633,4109000,Stub
Valentin Colun,Moldova,789305641,4109000,Stub
Igor Corman,Moldova,789305656,4109000,Start
Mihai Cotorobai,Moldova,789305677,4109000,Stub
Vladimir Darie,Moldova,789305694,4109000,Stub
Nicolai Deatovschi,Moldova,789305698,4109000,Stub
Anatolie Dimitriu,Moldova,789305711,4109000,Stub
Mihai Dimitriu,Moldova,789305720,4109000,Stub
Valentin Dolganiuc,Moldova,789305768,4109000,Stub
Grigore Eremei,Moldova,789305776,4109000,Stub
Elena Frumosu,Moldova,789305796,4109000,Stub
Simion Furdui,Moldova,789305803,4109000,Stub
Mihai FurtunÄƒ,Moldova,789305814,4109000,Stub
Valeriu GhileÈ›chi,Moldova,789305845,4109000,Stub
Valentina Golban,Moldova,789305879,4109000,Stub
Simion GriÈ™ciuc,Moldova,789305890,4109000,Stub
Gheorghe Grosu,Moldova,789305894,4109000,Stub
Lora Grosu,Moldova,789305898,4109000,Stub
Vasile Grozav,Moldova,789305902,4109000,Stub
Nistor Grozavu,Moldova,789305907,4109000,Stub
Valeriu Guma,Moldova,789305913,4109000,Stub
Ion GuÈ›u,Moldova,789305926,4109000,Stub
Lidia GuÈ›u,Moldova,789305929,4109000,Stub
Valentin Guznac,Moldova,789305933,4109000,Stub
Gheorghe HioarÄƒ,Moldova,789305967,4109000,Stub
Ivan IonaÈ™,Moldova,789305989,4109000,Stub
Veaceslav IoniÈ›Äƒ,Moldova,789305995,4109000,Start
Lidia Istrati,Moldova,789306004,4109000,Stub
Dumitru Ivanov,Moldova,789306008,4109000,Stub
Igor Klipii,Moldova,789306080,4109000,Stub
Ion Lapaci,Moldova,789306092,4109000,Stub
Alexandru Lipcan,Moldova,789306109,4109000,Stub
Dimitrie Lovcinski,Moldova,789306115,4109000,Stub
Ion Lupu,Moldova,789306128,4109000,Stub
Ion Madan,Moldova,789306139,4109000,Stub
È˜tefan Maimescu,Moldova,789306147,4109000,Stub
Ion MÄƒrgineanu,Moldova,789306167,4109000,Stub
Nicolae Misail,Moldova,789306180,4109000,Stub
George Mocanu,Moldova,789306187,4109000,Stub
Sergiu Mocanu,Moldova,789306197,4109000,Stub
Mihai Moldovanu,Moldova,789306201,4109000,Stub
Ion Morei,Moldova,789306211,4109000,Stub
Petru Muntean,Moldova,789306228,4109000,Stub
Ion Munteanu,Moldova,789306233,4109000,Stub
Eduard MuÈ™uc,Moldova,789306236,4109000,Stub
Ion MuÈ™uc,Moldova,789306239,4109000,Stub
Vitalie Nagacevschi,Moldova,789306243,4109000,Stub
Oazu Nantoi,Moldova,789306251,4109000,Stub
Tudor Negru,Moldova,789306261,4109000,Stub
Ion NegurÄƒ,Moldova,789306267,4109000,Stub
Valeriu Nemerenco,Moldova,789306272,4109000,Stub
Nicolae Olaru,Moldova,789306281,4109000,Stub
Anatolie Onceanu,Moldova,789306286,4109000,Stub
Liliana Palihovici,Moldova,789306294,4109000,Stub
Ion Palii,Moldova,789306309,4109000,Stub
Gheorghe Papuc,Moldova,789306321,4109000,Stub
Vasile Para,Moldova,789306328,4109000,Stub
Mihai PÄƒtraÈ™,Moldova,789306345,4109000,Stub
Ion Popa (1990s politician),Moldova,789306413,4109000,Stub
Svetlana Popa,Moldova,789306421,4109000,Stub
Andrei Popov (politician),Moldova,789306424,4109000,Stub
Dumitru Postovan,Moldova,789306435,4109000,Stub
Svetlana Rusu,Moldova,789306470,4109000,Stub
Gheorghe È˜alaru,Moldova,789306482,4109000,Stub
Petru Sandulachi,Moldova,789306526,4109000,Stub
Andrei Sangheli,Moldova,789306530,4109000,Stub
Aurel Saulea,Moldova,789306538,4109000,Stub
Alexander Schmidt (politician),Moldova,789306542,4109000,Stub
È˜tefan SecÄƒreanu,Moldova,789306549,4109000,Stub
Oleg Serebrian,Moldova,789306557,4109000,Start
Mihail Silistraru,Moldova,789306567,4109000,Stub
Mihail È˜leahtiÈ›chi,Moldova,789306572,4109000,Stub
Vasile Stati,Moldova,789306597,4109000,Start
Eugeniu È˜tirbu,Moldova,789306608,4109000,Start
Alexandru Stoianoglo,Moldova,789306616,4109000,Stub
Andrei StrÃ¢mbeanu,Moldova,789306621,4109000,Stub
Valeriu StreleÈ›,Moldova,789306625,4109000,Stub
Iurie È_ap,Moldova,789306657,4109000,Stub
Anatol È_Äƒranu,Moldova,789306663,4109000,Start
Vasile Tarlev,Moldova,789306672,4109000,Stub
Iacov Timciuc,Moldova,789306678,4109000,Stub
Dumitru Todoroi,Moldova,789306685,4109000,Stub
Ion Varta,Moldova,789306880,4109000,Start
CÄƒlin Vieru,Moldova,789306914,4109000,Stub
Petru Vlah,Moldova,789306923,4109000,Stub
Sergiu Coropceanu,Moldova,789307124,4109000,Stub
Matei Donici,Moldova,789307232,4109000,Stub
Mihail Formuzal,Moldova,789307360,4109000,Stub
President of the Moldovan Parliament,Moldova,789307852,4109000,Start
Valentin Todercan,Moldova,789307928,4109000,C
Nicolae Osmochescu,Moldova,789308204,4109000,Start
Anton Crihan,Moldova,789449822,4109000,Start
Anton GrÄƒjdieru,Moldova,789451190,4109000,Stub
Mihail Savenco,Moldova,790036220,4109000,Stub
Aureliu Ciocoi,Moldova,790158963,4109000,Stub
Stanislav Hazheev,Moldova,791398160,4109000,Stub
Boris Vieru,Moldova,791970688,4109000,Stub
Mihai Volontir,Moldova,792741871,4109000,Start
Pavel Krushevan,Moldova,793341128,4109000,Start
Ion Ustian,Moldova,793373278,4109000,Stub
Nikolai Buchatskii,Moldova,794982022,4109000,Stub
Constantin Mimi,Moldova,795154402,4109000,Start
Corina Fusu,Moldova,795271830,4109000,Stub
Victor È˜elin,Moldova,795659659,4109000,Stub
Andrei Safonov,Moldova,795828011,4109000,Stub
Tudor Deliu,Moldova,796867077,4109000,Stub
Nae-Simion PleÈ™ca,Moldova,796867124,4109000,Stub
Constantin TÄƒnase (journalist),Moldova,796867164,4109000,Stub
Ala MÃ¢ndÃ¢canu,Moldova,796868047,4109000,Stub
Anghel Nour,Moldova,797032130,4109000,Stub
Viorel Cibotaru,Moldova,797071557,4109000,Stub
Victor Popa,Moldova,797711551,4109000,Stub
Anatol È˜alaru,Moldova,797880714,4109000,Stub
Ion Balan,Moldova,798230199,4109000,Stub
Zinovie Serdiuk,Moldova,798435966,4109000,Stub
Dimitri Gladki,Moldova,798437364,4109000,Stub
Nikita Salogor,Moldova,798441016,4109000,Stub
Ana GuÈ›u,Moldova,798538579,4109000,Start
Pavel Prokudin,Moldova,799333599,4109000,Stub
Yevgeny Shevchuk,Moldova,799334227,4109000,C
Demir Dragnev,Moldova,799548973,4109000,Start
Sergey Leontiev,Moldova,799645764,4109000,Stub
Aleksandr Ivanovich Korolyov,Moldova,799645796,4109000,Stub
Semion Grossu,Moldova,800335614,4109000,Stub
Vitalia Pavlicenco,Moldova,800401399,4109000,Stub
Dumitru Puntea,Moldova,800622576,4109000,Stub
Ruxanda Glavan,Moldova,800672536,4109000,Stub
Daniel Ciugureanu,Moldova,800945418,4109000,Start
Petru Cazacu,Moldova,800946566,4109000,Stub
Pantelimon Erhan,Moldova,800946844,4109000,Start
Aleksandr Radchenko,Moldova,801370024,4109000,Start
Emil Druc,Moldova,801539824,4109000,Stub
Ion HadÃ¢rcÄƒ,Moldova,801798549,4109000,Start
Grigore Scafaru,Moldova,802251982,4109000,Stub
Valeriu Munteanu (politician),Moldova,802651634,4109000,Stub
Maria Ciobanu (politician),Moldova,802691896,4109000,Stub
Vladimir È_urcan,Moldova,802737518,4109000,Stub
Pavel Filip,Moldova,803324351,4109000,Stub
Vasile BÃ®tca,Moldova,803328250,4109000,Start
Nicolae MÄƒtcaÈ™,Moldova,803610960,4109000,Start
Zinaida GreceanÃ®i,Moldova,803753307,4109000,C
Alexandru TÄƒnase,Moldova,803753328,4109000,Stub
Vladimir Hotineanu,Moldova,803753330,4109000,Stub
Valeriu Cosarciuc,Moldova,803753333,4109000,Stub
Leonid Bujor,Moldova,803753335,4109000,Stub
Alexandru Oleinic,Moldova,803753339,4109000,Stub
Valentina Buliga,Moldova,803753345,4109000,Stub
Marcel RÄƒducan,Moldova,803753348,4109000,Stub
Dumitru Diacov,Moldova,803753354,4109000,Start
Vasile Ursu,Moldova,803753358,4109000,Stub
Vadim Cojocaru,Moldova,803753359,4109000,Stub
Oleg Bodrug,Moldova,803753362,4109000,Stub
Ion PleÈ™ca,Moldova,803753368,4109000,Stub
Iurie Colesnic,Moldova,803753370,4109000,Stub
Anatolie GhilaÈ™,Moldova,803753371,4109000,Stub
Nicolae Dabija (politician),Moldova,803753373,4109000,Stub
Vasile È˜oimaru,Moldova,803753375,4109000,Stub
Tudor Gheorghe È_opa,Moldova,803753382,4109000,Stub
Mihai PoiatÄƒ,Moldova,803753384,4109000,Stub
Vasile Vatamanu,Moldova,803753390,4109000,Stub
Alecu ReniÈ›Äƒ,Moldova,803753391,4109000,Stub
Ion Ungureanu,Moldova,803753394,4109000,Stub
Victor Stepaniuc,Moldova,803753396,4109000,Stub
Nicolae È_Ã¢u,Moldova,803753402,4109000,Stub
Gheorghe Amihalachioaie,Moldova,803753406,4109000,Stub
Victor PuÈ™caÈ™,Moldova,803753414,4109000,Stub
Nichita SmochinÄƒ,Moldova,803753450,4109000,B
Grigore Belostecinic,Moldova,803753451,4109000,Stub
Valeriu LazÄƒr,Moldova,804045311,4109000,Stub
Andrei UsatÃ®i,Moldova,804069712,4109000,Stub
Vasile Bumacov,Moldova,804072131,4109000,Stub
Mihail MaculeÈ›chi,Moldova,804106609,4109000,Stub
Vladimir Bogos,Moldova,804187372,4109000,Stub
Vasile LaÈ™cu,Moldova,804187386,4109000,Stub
Ion Negrescu,Moldova,804217440,4109000,Stub
Anatolie Moraru,Moldova,804217937,4109000,Stub
Andrei ScobioalÄƒ,Moldova,804218097,4109000,Stub
Nicolae Bosie-Codreanu,Moldova,804218460,4109000,Stub
Afanasie Chiriac,Moldova,804235210,4109000,Stub
Eugen PÃ¢slaru,Moldova,804246094,4109000,Stub
Piotr Borodin,Moldova,804278520,4109000,Start
Timofei Silistaru,Moldova,804438986,4109000,Stub
Iulian Levinski,Moldova,804439691,4109000,Stub
Sebastian Teodorescu,Moldova,804527471,4109000,Stub
Petru Pascari,Moldova,804527473,4109000,Stub
Anibal Dobjanski,Moldova,804527475,4109000,Stub
Gheorghe Tudor,Moldova,804527478,4109000,Stub
Ion CreangÄƒ (politician),Moldova,804527479,4109000,Start
Teodor HerÈ›a,Moldova,804527481,4109000,Stub
Grigore Turcuman,Moldova,804527483,4109000,Stub
Iacov Sucevan,Moldova,804527484,4109000,Stub
Teodor Neaga,Moldova,804527486,4109000,Stub
Anton Caraiman,Moldova,804527487,4109000,Stub
Teodor BÃ¢rcÄƒ,Moldova,804527493,4109000,Stub
Teodosie BÃ¢rcÄƒ,Moldova,804527494,4109000,Stub
Ion PÄƒscÄƒluÈ›Äƒ,Moldova,804527495,4109000,Stub
Alexandru CotruÈ›Äƒ,Moldova,804543675,4109000,Start
Maia Sandu,Moldova,805036108,4109000,Stub
Alexandru MoÈ™anu,Moldova,805188457,4109000,Stub
Oleg Balan,Moldova,805219411,4109000,Stub
Alexandru Jizdan,Moldova,805219780,4109000,Stub
Andrei NÄƒstase,Moldova,805537560,4109000,Stub
Valeriu Chiveri,Moldova,805806348,4109000,Start
Valeriy Panasenko,Moldova,805993160,4109000,Stub
Valeriu Turea,Moldova,806542084,4109000,Stub
Olga Paterova,Moldova,806547925,4109000,Stub
Oxana Ionova,Moldova,806548239,4109000,Stub
Mark Slonim,Moldova,806922053,4109000,Stub
Victor Osipov,Moldova,806952883,4109000,Stub
Nicolae MÄƒmÄƒligÄƒ,Moldova,807086156,4109000,Stub
Nicolae Suruceanu,Moldova,807100777,4109000,Start
Alexandru Caraman,Moldova,807438336,4109000,Stub
Template:Romania-mayor-stub,Romania,444036980,19838662,Stub
Template:Romania-diplomat-stub,Romania,540994162,19838662,Stub
Template:Romania-politician-stub,Romania,560171855,19838662,Stub
Gheorghe Barbu,Romania,647483021,19838662,Stub
Ioan Rus,Romania,666752677,19838662,Stub
Aurelian Pavelescu,Romania,668449610,19838662,Stub
Simona-Alice Man,Romania,682928660,19838662,Start
Ioan StrÄƒjescu,Romania,699339799,19838662,Start
Alexandru Cantacuzino,Romania,699339851,19838662,Start
Eugen Bejinariu,Romania,699340034,19838662,Stub
Constantin Angelescu,Romania,699739069,19838662,Start
Constantin DÄƒscÄƒlescu,Romania,704039294,19838662,Stub
Gheorghe Pop de BÄƒseÈ™ti,Romania,704047959,19838662,Stub
George Copos,Romania,706643048,19838662,Stub
Nicu Constantinescu,Romania,707664768,19838662,Stub
Sebastian VlÄƒdescu,Romania,708333574,19838662,Start
Octavian Utalea,Romania,709046631,19838662,B
Victor Iamandi,Romania,709374571,19838662,Stub
Gheorghe FalcÄƒ,Romania,710844112,19838662,Stub
Ion Niculi,Romania,711137887,19838662,Stub
Victor Antonescu,Romania,712508431,19838662,Stub
Marius NicoarÄƒ,Romania,713994134,19838662,Stub
Otto Weber (politician),Romania,714299929,19838662,Stub
Gheorghe Bunea Stancu,Romania,714927351,19838662,Stub
È˜tefan Andrei,Romania,715010012,19838662,Start
È˜tefan Gonata,Romania,715670884,19838662,Stub
Alexandru Hurmuzaki,Romania,715670925,19838662,Stub
Nati Meir,Romania,717055277,19838662,Stub
Ilie È˜erbÄƒnescu,Romania,717365415,19838662,Stub
Victor BÃ¢rsan,Romania,718730516,19838662,Stub
Demetriu Radu,Romania,718835512,19838662,Start
Constantin Bosianu,Romania,718848992,19838662,Stub
Nicolae Rosetti-BÄƒlÄƒnescu,Romania,718887356,19838662,Stub
Dimitrie Marinescu,Romania,719172651,19838662,Stub
Leonte Filipescu,Romania,719435349,19838662,Start
Corina Dumitrescu,Romania,721933168,19838662,Stub
Daniel Constantin (politician),Romania,721939094,19838662,Stub
Bogdan Mazuru,Romania,722002941,19838662,Stub
Mioara Mantale,Romania,723627906,19838662,Start
Gheorghe Ciuhandu,Romania,724011720,19838662,Stub
Ileana Stana-Ionescu,Romania,724492678,19838662,Stub
Viorel Oancea,Romania,724501894,19838662,Stub
Zsolt SzilÃ¡gyi (politician),Romania,725002811,19838662,Stub
Bogdan Aurescu,Romania,725020962,19838662,Stub
Ion BÄƒlÄƒceanu,Romania,725732611,19838662,Stub
Dimitrie BrÄƒtianu,Romania,725784470,19838662,Stub
Sorin Apostu,Romania,726495723,19838662,Start
Anton I. Arion,Romania,726592405,19838662,Stub
Nicolae MiÈ™u,Romania,727382079,19838662,Stub
Gheorghe Costaforu,Romania,727610326,19838662,Stub
Ghizela Vass,Romania,729717100,19838662,Start
Iacob Lahovary,Romania,729806371,19838662,Stub
Valer Dorneanu,Romania,729881246,19838662,Stub
Gavril Dejeu,Romania,730261520,19838662,Stub
GhiÈ›Äƒ Moscu,Romania,731211657,19838662,C
Pompiliu È˜tefu,Romania,731767160,19838662,C
Costin Borc,Romania,731892475,19838662,Stub
List of Romanian politicians,Romania,733544685,19838662,C
Ovidiu MuÈ™etescu,Romania,736888144,19838662,Stub
È˜tefan Stoica (politician),Romania,736888154,19838662,Stub
Constantin SÄƒnÄƒtescu,Romania,736888155,19838662,Start
Radu Vasile,Romania,736888167,19838662,Start
Dan Iosif,Romania,736888290,19838662,Stub
Iosif HodoÈ™iu,Romania,738374614,19838662,Stub
Grigore Sturdza,Romania,739279129,19838662,Stub
Ion Ionescu de la Brad,Romania,739279145,19838662,Start
Anca Petrescu,Romania,740829501,19838662,Stub
Adriean Videanu,Romania,742609770,19838662,Start
Ilie VÄƒduva,Romania,744442159,19838662,Start
Ion Mitilineu,Romania,744920931,19838662,Start
Ion Stoian,Romania,746914707,19838662,Stub
Marian Petre MiluÈ›,Romania,747049051,19838662,Stub
Mircea Chelaru,Romania,747058178,19838662,Stub
Valeriu Stoica,Romania,747263788,19838662,Stub
Ion DincÄƒ,Romania,749006294,19838662,Start
Victor Surdu,Romania,749081929,19838662,Stub
Sorina-LuminiÈ›a PlÄƒcintÄƒ,Romania,749565499,19838662,C
Grigore Niculescu-BuzeÈ™ti,Romania,750898982,19838662,Stub
Constantin Titel Petrescu,Romania,751180284,19838662,Start
Ermil Pangrati,Romania,751181408,19838662,Stub
Istrate Micescu,Romania,751181491,19838662,Start
Constantin Stoicescu,Romania,751181525,19838662,Start
Alecu Constantinescu,Romania,751181721,19838662,C
Max Wexler,Romania,751182636,19838662,GA
Marian Munteanu,Romania,752916078,19838662,Start
Constantin Esarcu,Romania,754158983,19838662,Stub
Emanuel Porumbaru,Romania,756310027,19838662,Stub
VintilÄƒ BrÄƒtianu,Romania,756784561,19838662,Stub
Anca Boagiu,Romania,757539950,19838662,C
Nicolae Carandino,Romania,757562007,19838662,Start
Sergiu Cunescu,Romania,757562009,19838662,Stub
Matei BoilÄƒ,Romania,757562047,19838662,Stub
Mona MuscÄƒ,Romania,757615861,19838662,C
Sulfina Barbu,Romania,757618012,19838662,Stub
Viorel Badea,Romania,757956170,19838662,Stub
Petre TobÄƒ,Romania,758269713,19838662,Stub
Nicolae Ionescu,Romania,758313448,19838662,Stub
Dan Diaconescu,Romania,758340571,19838662,Start
Victor Ciorbea,Romania,758593961,19838662,Start
Gheorghe Apostoleanu,Romania,759474501,19838662,Stub
ConducÄƒtor,Romania,762358380,19838662,B
Crin Antonescu,Romania,762408105,19838662,C
Iancu Flondor,Romania,763498159,19838662,Start
Nicolae Calimachi-Catargiu,Romania,764698932,19838662,Stub
Liana Dumitrescu,Romania,764877969,19838662,Stub
